label,text_raw,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed
ham,there is no sense in my foot and penis,there is no sense in my foot and penis,there is no sense in my foot and penis,there is no sense in my foot and penis,there is no sense in my foot and penis,there is no sense in my foot and penis,there no sense my foot penis
ham,okay but i thought you were the expert,okay but i thought you were the expert,okay but i thought you were the expert,okay but i thought you were the expert,okay but i thought you were the expert,okay but i thought you were the expert,okay thought were expert
ham,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh i miss you i am really surprised you haven t gone to the net cafe yet to get to me don t you miss me,deep sigh miss am really surprised haven t gone net cafe yet get me don t miss me
ham,s s i thinl role is like sachin just standing others have to hit,s s i thinl role is like sachin just standing others have to hit,s s i thinl role is like sachin just standing others have to hit,s s i thinl role is like sachin just standing others have to hit,s s i thinl role is like sachin just standing others have to hit,s s i thinl role is like sachin just standing others have to hit,s s thinl role like sachin just standing others have hit
ham,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,have great trip india bring light everyone not just with project with everyone that lucky see smile bye abiola
ham,and very importantly all we discuss is between u and i only,and very importantly all we discuss is between u and i only,and very importantly all we discuss is between u and i only,and very importantly all we discuss is between u and i only,and very importantly all we discuss is between u and i only,and very importantly all we discuss is between u and i only,very importantly all discuss between u only
ham,k k how about your training process,k k how about your training process,k k how about your training process,k k how about your training process,k k how about your training process,k k how about your training process,k k how about your training process
ham,ok lor i ned <NUM> go toa payoh <NUM> a while <NUM> return smth u wan <NUM> send me there or wat,ok lor i ned <num> go toa payoh <num> a while <num> return smth u wan <num> send me there or wat,ok lor i ned <num> go toa payoh <num> a while <num> return smth u wan <num> send me there or wat,ok lor i ned <num> go toa payoh <num> a while <num> return smth u wan <num> send me there or wat,ok lor i ned num go toa payoh num a while num return smth u wan num send me there or wat,ok lor i ned num go toa payoh num a while num return smth u wan num send me there or wat,ok lor ned num go toa payoh num while num return smth u wan num send me there wat
ham,in da car park,in da car park,in da car park,in da car park,in da car park,in da car park,da car park
ham,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,wish that with holding tightly making see how important how much mean me how much need my life
